Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,03 01 01,Estimated Freight,57800,,GOODS,$429.00,$0.00,$0.00,$0.00,
,MID STATE CONTAINER,MID STATE CONTAINER SALES INC,SB,LRG,12151,0,2000026827,0,7/28/23,02 01 01,Storage container rental per estimate #3,96200,,GOODS,$430.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026133,0,7/13/23,13 01 01,Panel Skin 48x48,42500,,GOODS,$430.84,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,38 01 01,RPM2427AF - Pedestal-Mobile 2 box / 1 fi,42500,,GOODS,$431.43,$0.00,$0.00,$0.00,
CAL,GRAYBAR ELECTRIC,,,LRG,135,0,2000026840,0,7/24/23,02 01 01,Uniprise USL series modular jack RJ-45 C,28700,,GOODS,$435.00,$0.00,$0.00,$0.00,
CAL,GRAYBAR ELECTRIC,,,LRG,135,0,2000026840,0,7/24/23,03 01 01,Uniprise USL series modular jack RJ-45 C,28700,,GOODS,$435.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026133,0,7/13/23,24 01 01,Window 12 x 42,42500,,GOODS,$435.97,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027266,0,9/19/23,03 01 01,RDI,57800,,GOODS,$436.66,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,36 01 01,Control 28-1-WH,88000,,GOODS,$437.54,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,25 01 01,88860022 - Isotemp dry bath 2 block 120V,49000,,GOODS,$440.20,$0.00,$0.00,$0.00,
,CARD INTEGRATIONS CORPORA,,,LRG,32409,0,2000028458,0,4/4/24,05 01 01,CA state sales tax @ 7.25%,57800,,GOODS,$440.44,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,03 01 02,692203889 - RediSep Prep Preparative Gua,49000,,GOODS,$440.67,$0.00,$0.00,$0.00,
OSB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,08 01 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,GOODS,$441.00,$0.00,$0.00,$0.00,
MB,PRINTPAL PROMOTIONS & PRI,PRINTPAL PROMOTIONS & PRINTING,SB(Micro),MB,16817,0,2000028390,0,3/14/24,08 01 01,NL3600 Next Level Unisex Cotton Tee - TE,57800,,GOODS,$441.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,04 01 01,AudioFetch Express,88000,,GOODS,$441.15,$0.00,$0.00,$0.00,
,XOS TRUCKS,,,LRG,57271,0,2000028001,0,1/24/24,01 01 02,Balance,57800,,GOODS,$441.70,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,10 01 01,Shipping Cost,88000,,GOODS,$443.50,$0.00,$0.00,$0.00,
CAL,"HERC RENTALS, INC.",,,LRG,1414,1,2000027352,1,10/2/23,01 01 01,Genie lift annual service,85500,,GOODS,$443.90,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,34 01 01,RLF18302F - Universal; Lateral file 2 dr,42500,,GOODS,$446.59,$0.00,$0.00,$0.00,
,CLOUD 9 SPORTS,,,LRG,22311,0,2000026969,0,8/8/23,03 01 01,Gildan 64000 Shirt 1 Color Front 1 Color,57800,,GOODS,$446.70,$0.00,$0.00,$0.00,
,LUMIBIRD INC.,,,LRG,57190,0,2000027421,0,10/20/23,03 01 01,Simmer Trigger Evergreen 00249224E,28700,,GOODS,$449.73,$0.00,$0.00,$0.00,
,"SPRISTER,JESSE DBA DRIVE",,,LRG,16936,0,2000027906,0,1/22/24,26 01 01,Shipping fee for large items,5500,,GOODS,$450.00,$0.00,$0.00,$0.00,
,SAN JOAQUIN SUPPLY DBA ER,,,LRG,18148,0,2000027203,0,9/8/23,03 01 01,473602 Spartan Damp Mop 8 (2 liter 4/cs),48500,,GOODS,$450.96,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,37 01 01,Solo 8 Plus,88000,,GOODS,$451.79,$0.00,$0.00,$0.00,
,PACE SUPPLY CORP,,,LRG,46039,0,2000027866,0,12/19/23,02 01 01,Part# VFPFA8 - 8 PTD FLANGE ADAPTER 741,67000,,GOODS,$454.78,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000026814,0,7/27/23,20 01 01,14285704 - Tube rack 15-18 mm dia 24 cap,49000,,GOODS,$455.99,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000027507,0,10/24/23,03 01 01,14285704 - TUBE RACK 15-18 MM DIA. 24CAP,49000,,GOODS,$455.99,$0.00,$0.00,$0.00,
,SILENT SOUND SYSTEM,,,LRG,57500,0,2000027773,0,12/18/23,02 01 01,3 Wired Transmitters,57800,,GOODS,$456.89,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,38 01 01,Control 28-1-WH,88000,,GOODS,$457.38,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026133,0,7/13/23,22 01 01,Window 12x48,42500,,GOODS,$458.15,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028163,0,2/12/24,06 01 01,Port Authority Soft Shell Jacket - Ladie,57800,,GOODS,$459.27,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028163,0,2/12/24,06 01 01,Port Authority Soft Shell Jacket - Ladie,57800,,GOODS,$459.27,$0.00,$0.00,$0.00,
,"EKC ENTERPRISES, INC",,,LRG,49621,0,2000026854,1,7/25/23,01 01 01,Da Lite Model C with CSR 85414 HDTV 16:9,28700,,GOODS,$459.83,$0.00,$0.00,$0.00,
,NEWBEEDRONE,,,LRG,57726,1,2000028105,1,2/9/24,01 01 01,Holybro H-RTK F9P Base (Holybro H-RTK F9,28500,,GOODS,$461.99,$0.00,$0.00,$0.00,
,NATIONAL SPORTS APPAREL L,,,LRG,55368,0,2000025316,0,12/22/22,10 01 01,AD526 Adidas Cardinals Dri-Line Skort -,57800,,GOODS,$463.32,$0.00,$0.00,$0.00,
CAL,FISHER SCIENTIFIC,,,LRG,127,0,2000027507,0,10/24/23,08 01 01,142722J - COMBINATION PLATFORM 18X18IN,49000,,GOODS,$464.83,$0.00,$0.00,$0.00,
,NEWPORT CORPORATION,,,LRG,33186,0,2000027586,0,11/1/23,03 01 01,Shipping and Handling,96200,,GOODS,$465.00,$0.00,$0.00,$0.00,
,CALIFORNIA AUTOMOTIVE RET,,,LRG,53329,0,2000027904,0,2/8/24,02 01 01,Delivery @ $1.00 Per Mile Round Trip,96200,,GOODS,$466.56,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,0,2/29/24,02 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$466.97,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,0,2/29/24,05 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$466.97,$0.00,$0.00,$0.00,
,"EVIDENT SCIENTIFIC, INC.",,,LRG,54544,0,2000028003,0,1/24/24,02 01 02,OCT-49008 - ET-mCherry/TxRed Filter Set,49000,,GOODS,$467.53,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,35 01 01,Solo 8 Plus,88000,,GOODS,$469.09,$0.00,$0.00,$0.00,
,"THORLABS, INC.",,,LRG,1891,0,2000027724,0,12/4/23,06 01 01,PF10-03-M01-10 Protected Gold Mirror (10,49000,,GOODS,$469.19,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,26 01 01,Power Strip,88000,,GOODS,$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,67 01 01,line not used,88000,,GOODS,$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,26 01 01,MPA 152 Plus,88000,,GOODS,$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,26 01 01,BroadcastVision AudioFetch Express,88000,,GOODS,$473.13,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026102,0,11/14/23,26 01 01,BroadcastVision AudioFetch Express,88000,,GOODS,$473.13,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000027057,0,8/21/23,05 01 01,WOW Leader shirts XL  3001 - BELLA + CAN,57800,,GOODS,$474.58,$0.00,$0.00,$0.00,
,CLEAN RM SERVICES,,,LRG,17723,1,2000027374,1,10/9/23,01 01 01,Testing and Certification - Laminar Flow,49000,,GOODS,$475.00,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028103,0,2/13/24,07 01 01,Port Authority Merge 3-in-1 Jacket black,20000,,GOODS,$475.92,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028103,0,2/13/24,07 01 01,Port Authority Merge 3-in-1 Jacket black,20000,,GOODS,$475.92,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028304,0,3/7/24,24 01 01,PREVAILING WAGE- Prevailing Wage BKM,42500,,GOODS,$482.63,$0.00,$0.00,$0.00,
,"FONDRIEST ENVIRONMENTAL,",,,LRG,55614,0,2000027733,0,12/5/23,03 01 01,MCIL-8-FS-20 Female 8-pin Wet Mateable C,49000,,GOODS,$482.63,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027736,0,12/13/23,03 01 01,"CROH - 15"" Overhead",42500,,GOODS,$484.72,$0.00,$0.00,$0.00,
,"COAST CART, INC.","COAST CART, INC.",SB,SB,32803,0,2000027961,0,2/7/24,07 01 02,Pre-delivery inspection/Title/Licensing/,57800,,GOODS,$489.95,$0.00,$0.00,$0.00,
,"COAST CART, INC.","COAST CART, INC.",SB,SB,32803,0,2000027961,0,2/7/24,07 01 03,Pre-delivery inspection/Title/Licensing/,57800,,GOODS,$489.95,$0.00,$0.00,$0.00,
,"COAST CART, INC.","COAST CART, INC.",SB,SB,32803,0,2000028398,0,3/15/24,05 01 01,Pre-delivery inspection,57800,,GOODS,$490.00,$0.00,$0.00,$0.00,
,"COAST CART, INC.","COAST CART, INC.",SB,SB,32803,0,2000027961,0,2/7/24,07 01 01,Pre-delivery inspection/Title/Licensing/,57800,,GOODS,$490.10,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,08 01 01,4 port wall plate Alpine white,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,06 01 01,Item #RPMA1W,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,21 01 01,Item #PS 1215C,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,08 01 01,Apple TV 4K 32GB,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,08 01 01,FSR SW-321STK-1P1D15-SLT,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026102,0,11/14/23,08 01 01,FSR SW-321STK-1P1D15-SLT,88000,,GOODS,$491.71,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000027286,0,9/19/23,03 01 01,Tax,96600,,GOODS,$491.93,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000027286,0,9/19/23,03 01 01,Tax,96600,,GOODS,$492.00,$0.00,$0.00,$0.00,
,M. HOLLAND COMPANY,,,LRG,57969,0,2000028256,0,3/13/24,02 01 01,B4300G6-UNC-PBT-NT Shipment Size: 110,57800,,GOODS,$493.14,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028094,0,2/13/24,02 01 01,RDI Receive and Deliver,41500,,GOODS,$494.29,$0.00,$0.00,$0.00,
CAL,BECKMAN COULTER INC,,,LRG,417,0,2000026669,0,7/6/23,03 01 01,357003 - Polyallomer bottle w/ cap 50mL,49000,,GOODS,$496.41,$0.00,$0.00,$0.00,
,AG-CON CONSTRUCTION INC.,,,LRG,54889,0,2000026800,0,8/25/23,04 01 01,Sales Tax,15000,,GOODS,$497.79,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000027915,0,1/8/24,03 01 01,Labor,20700,,GOODS,$498.00,$0.00,$0.00,$0.00,
,ABR ENTERPRISES DBA AVILA,,,LRG,41739,0,2000027376,0,10/9/23,04 01 01,Tables & Chairs,3700,,GOODS,$500.00,$0.00,$0.00,$0.00,
,OBSESSION ENT DBA EVO EVE,,,LRG,32613,0,2000027139,0,8/29/23,08 01 01,Delivery/Pick-Up Fee,57800,,GOODS,$500.00,$0.00,$0.00,$0.00,
,"SPRISTER,JESSE DBA DRIVE",,,LRG,16936,0,2000027906,0,1/22/24,28 01 01,Labor Labor to install computer and vide,5500,,GOODS,$500.00,$0.00,$0.00,$0.00,
,WYATT TECHNOLOGY CORPORAT,,,LRG,34988,0,2000026683,0,7/11/23,06 01 01,Shipping,49000,,GOODS,$500.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026894,0,8/21/23,04 01 01,RBB60QTAK,49000,,GOODS,$500.49,$0.00,$0.00,$0.00,
,COIN SECURITY SYSTEMS INC,,,LRG,11453,0,2000027783,0,12/8/23,02 01 01,KSI Extended Door (Item ks-2690520),57800,,GOODS,$500.86,$0.00,$0.00,$0.00,
,TELEDYNE INSTRUMENTS INC,,,LRG,32470,0,2000027509,0,10/24/23,08 01 01,Shipping and handling,49000,,GOODS,$502.20,$0.00,$0.00,$0.00,
CAL,BIO RAD LABORATORIES,,,LRG,4179,0,2000026686,0,7/12/23,02 01 01,12012165 - White Sample Tray for GelDoc,49000,,GOODS,$502.47,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000027108,0,8/28/23,04 01 01,Sales Tax,96200,,GOODS,$505.91,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000027112,0,8/28/23,04 01 01,Sales Tax,96200,,GOODS,$505.91,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,47 01 01,Solo 8 Plus,88000,,GOODS,$506.63,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028189,0,2/23/24,18 01 01,Prevailing wage,42500,,GOODS,$506.76,$0.00,$0.00,$0.00,
CAL/LOC,DOLPHIN SHIRT CO,,,LRG,501,0,2000027264,0,9/20/23,03 01 01,T-Shirts Hanes - Perfect-T DTG T-Shirt -,57800,,GOODS,$508.10,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027548,0,12/13/23,09 01 01,843 - Peter Pepper Products,42500,,GOODS,$508.37,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028163,0,2/12/24,05 01 01,Port Authority Soft Shell Jacket - Men's,57800,,GOODS,$510.30,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028163,0,2/12/24,05 01 01,Port Authority Soft Shell Jacket - Men's,57800,,GOODS,$510.30,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,48 01 01,Control 28-1-WHT,88000,,GOODS,$510.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,1,11/14/23,01 01 01,Apple TV 4K 32GB,88000,,GOODS,$510.42,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,1,11/14/23,01 01 01,Item #4184-BE Reference invoice #24055.,88000,,GOODS,$510.42,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,1,8/31/23,01 01 01,ATAV Shipping Cost,88000,,GOODS,$510.42,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026102,1,11/14/23,01 01 01,ATAV Shipping Cost,88000,,GOODS,$510.42,$0.00,$0.00,$0.00,
OSB,PROCARE JANITORIAL SUPPLY,PROCARE JANITORIAL SUPPLY INC,"SB,SB-PW",SB,2128,0,2000027229,0,9/12/23,09 01 01,Sanitaire Magnet,57800,,GOODS,$511.15,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027397,1,10/11/23,01 01 01,Q-M81CMBBTB - Humanscale M8.1 Monitor Ar,42500,,GOODS,$513.00,$0.00,$0.00,$0.00,
,CONTRACT FURNISHINGS INTE,,,LRG,35995,0,2000026659,0,6/30/23,02 01 01,SHIPPING CHARGE - F4 Drop Ship Direct Re,42000,,GOODS,$515.95,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000027569,0,10/31/23,05 01 01,6606 Yupoong Trucker Charcoal 36 quantit,96600,,GOODS,$516.00,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000027569,0,10/31/23,05 01 01,6606 Yupoong Trucker Charcoal 36 quantit,96600,,GOODS,$516.00,$0.00,$0.00,$0.00,
NON,LAND CONSERVANCY SAN LUIS,,,LRG,15911,1,2000027084,1,8/25/23,01 01 01,Herbicide Spray- Competitor,81000,,GOODS,$516.51,$0.00,$0.00,$0.00,
,"SPRINGOR,FRANK C DBA ECWE",,,LRG,41912,0,2000027088,0,8/24/23,09 01 01,Office Master Truly Chair with Full Ergo,42500,,GOODS,$522.01,$0.00,$0.00,$0.00,
,GLAXOSMITHKLINE FIN INC,,,LRG,7489,0,2000027565,0,10/31/23,02 01 01,Excise Tax,26900,,GOODS,$525.00,$0.00,$0.00,$0.00,
,SANOFI PASTEUR INC,,,LRG,2422,0,2000027504,0,10/24/23,02 01 01,Excise Tax Surcharge,26900,,GOODS,$525.00,$0.00,$0.00,$0.00,
,THERMO ELECTRON NORTH AME,,,LRG,18405,0,2000027028,0,8/18/23,03 01 01,EXC01 - Extra days charge,49000,,GOODS,$526.00,$0.00,$0.00,$0.00,
,EV WEST INC,,,LRG,56207,0,2000028405,0,3/27/24,05 01 01,Elcon 1000W DC/DC,2200,,GOODS,$529.92,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026753,0,7/13/23,02 01 01,Labor for Installation of Spanos Sidelin,96200,,GOODS,$530.17,$0.00,$0.00,$0.00,
,PAINT THE TOWN LLC,,,LRG,57360,1,2000027687,1,11/28/23,01 01 01,Paint Party for the Holidays Date: 12/18,3700,,GOODS,$532.00,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,0,2/29/24,03 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$533.68,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,0,2/29/24,04 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$533.68,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000028081,1,2/9/24,01 01 01,FR7733 Reno Women's Soccer Locker Room -,96200,,GOODS,$536.00,$0.00,$0.00,$0.00,
CAL,BIO RAD LABORATORIES,,,LRG,4179,0,2000026686,0,7/12/23,16 01 01,12003026 - White Sample Tray for ChemiDo,49000,,GOODS,$536.25,$0.00,$0.00,$0.00,
CAL,BIO RAD LABORATORIES,,,LRG,4179,0,2000026686,0,7/12/23,17 01 01,12003027 - Blue Sample Tray for ChemiDoc,49000,,GOODS,$536.25,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027150,0,8/31/23,15 01 01,RDI - Receive Deliver and Install  BKM,42500,,GOODS,$536.25,$0.00,$0.00,$0.00,
CAL/LOC,FASTENAL CO,,,LRG,3366,0,2000027341,0,10/5/23,02 01 01,MSA 25ft tubing with quick disconnect  F,57800,,GOODS,$536.25,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000027794,0,12/12/23,02 01 01,Receive Deliver and Install,42500,,GOODS,$537.14,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028060,0,1/29/24,02 01 01,Onsite service call of 12/12/2023. Refer,96200,,GOODS,$540.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026729,1,7/18/23,01 01 01,DM7745 Classroom Refresh - 010 rooms 200,96200,,GOODS,$540.00,$0.00,$0.00,$0.00,
,"SPRISTER,JESSE DBA DRIVE",,,LRG,16936,0,2000027892,0,1/22/24,02 01 01,Labor to Install Customer Supplied Compu,96200,,GOODS,$540.00,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000028396,0,3/26/24,09 01 01,CA state sales tax @ 7.25%,28700,,GOODS,$541.44,$0.00,$0.00,$0.00,
,"EKC ENTERPRISES, INC",,,LRG,49621,0,2000028000,1,1/23/24,01 01 01,MODEL C W/CSR 106D 52X92NPA MW Manufactu,28700,,GOODS,$546.96,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026095,0,11/14/23,40 01 01,5' Extension cord power strip,88000,,GOODS,$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026096,0,11/14/23,52 01 01,line not used,88000,,GOODS,$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026099,0,11/14/23,40 01 01,RJ45-CBL,88000,,GOODS,$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026100,0,8/31/23,40 01 01,Jbl Pro CONTROL 28-1-WH,88000,,GOODS,$547.32,$0.00,$0.00,$0.00,
OSB,"A-TOWN AV, INC.","A-TOWN AV, INC.",MB,MB,34932,0,2000026102,0,11/14/23,40 01 01,Jbl Pro CONTROL 28-1-WH,88000,,GOODS,$547.32,$0.00,$0.00,$0.00,
OSB,"CARROLL,J",THE J.CARROLL CORP,MB,MB,654,0,2000028163,0,2/12/24,03 01 01,Port Authority Silk Touch Polo - Ladies,57800,,GOODS,$548.15,$0.00,$0.00,$0.00,
MB,"CARROLL,J","CARROLL,J",MB,MB,654,0,2000028163,0,2/12/24,03 01 01,Port Authority Silk Touch Polo - Ladies,57800,,GOODS,$548.15,$0.00,$0.00,$0.00,
,LIGHT ARMOR INC.,,,LRG,57484,0,2000027737,0,12/14/23,02 01 01,Freight (XPO),49000,,GOODS,$550.00,$0.00,$0.00,$0.00,
,WRIKE INC,,,LRG,53648,1,2000026999,1,8/14/23,01 01 01,Enterprise Standard Subscription License,57800,,GOODS,$550.27,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028284,0,2/29/24,06 01 01,3600 - Next Level - Cotton T-Shirt (Blac,96200,,GOODS,$550.84,$0.00,$0.00,$0.00,
OSB,LEFT COAST ENTERPRISES DB,"LEFT COAST ENTERPRISES, INC",SB(MICRO),MB,8780,0,2000028465,0,3/25/24,02 01 01,Size medium T-shirt,57800,,GOODS,$556.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026859,0,8/1/23,07 01 01,RDI,96200,,GOODS,$565.00,$0.00,$0.00,$0.00,
OSB,"BKM OFFICE ENVIRONMENTS,I","BKM OFFICE ENVIRONMENTS,I",SB,SB,3699,0,2000026859,0,8/1/23,04 01 01,Pedestal,57800,,GOODS,$566.15,$0.00,$0.00,$0.00,
