Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
CAL,30667,QUINN POWER SYSTEMS,2000028479,3/28/24,01 01 01,Caterpillar DG300-2 300 Kw Stationary mo,57800,,"195,448.28",0,0,0,9,2023
,52953,"QUINONEZ,JAMES DBA CENTRA",2000026623,7/12/23,01 01 01,FN7829 CAED Remodel Lab 05-308  QUOTE #1,96200,,0,"8,344.38",0,0,1,2023
,52953,"QUINONEZ,JAMES DBA CENTRA",2000026623,7/12/23,02 01 01,FR7829 CAED Remodel Lab 05-308 per quote,96200,,0,"6,133.62",0,0,1,2023
OSB,10305,R BURKE CORP,2000026760,7/14/23,01 01 01,MP7551 Lot H4-A Reconfiguration JOC 22-5,96200,,0,"395,235.82",0,0,1,2023
OSB,10305,R BURKE CORP,2000026797,8/2/23,01 01 01,MP7559 Reconfigure & Expand Parking Lot,96200,,0,"281,934.84",0,0,2,2023
OSB,10305,R BURKE CORP,2000026873,8/10/23,01 01 01,FR7715  Stenner Creek & Poly Canyon Loop,96200,,0,"35,887.38",0,0,2,2023
OSB,10305,R BURKE CORP,2000026904,8/10/23,01 01 01,FR7713 - 2023 Winter Storm 01 - Sports C,96200,,0,"7,337.49",0,0,2,2023
OSB,10305,R BURKE CORP,2000026916,9/12/23,01 01 01,23-52 JOC R. BURKE,96200,,0,0.01,0,0,2,2023
OSB,10305,R BURKE CORP,2000027213,9/13/23,01 01 01,SP6397 Kennedy Library Renovation - Rest,96200,,0,"132,183.87",0,0,3,2023
OSB,10305,R BURKE CORP,2000027255,9/14/23,01 01 01,MP7551 Lot H4-A Reconfiguration -Furnish,96200,,0,"25,485.76",0,0,3,2023
OSB,10305,R BURKE CORP,2000027334,10/5/23,01 01 01,SP6103 Fremont Landslide Repair (LUMP SU,96200,,0,"42,322.36",0,0,4,2023
OSB,10305,R BURKE CORP,2000027337,10/18/23,01 01 01,MJ0060 SATRC (LUMP SUM) Reconfigure stri,96200,,0,"19,248.64",0,0,4,2023
OSB,10305,R BURKE CORP,2000027653,11/22/23,01 01 01,FR7879 Baggett Baseball Stadium Fencing,96200,,0,"51,767.16",0,0,5,2023
OSB,10305,R BURKE CORP,2000027653,11/22/23,02 01 01,Change Order #1 per Invoice 408757,96200,,0,"10,141.27",0,0,10,2023
OSB,10305,R BURKE CORP,2000027668,11/22/23,01 01 01,MJ0071 Plant Sciences-Lay Down Yard - Lo,96200,,0,"17,240.13",0,0,5,2023
OSB,10305,R BURKE CORP,2000027668,11/22/23,02 01 01,MJ0083 Animal Health Lay Down Yard - Lot,96200,,0,"17,240.15",0,0,5,2023
OSB,10305,R BURKE CORP,2000027668,11/22/23,03 01 01,MJ0079 A-1 Parking lot Projects - Lay Do,96200,,0,"17,240.15",0,0,5,2023
OSB,10305,R BURKE CORP,2000027668,11/22/23,04 01 01,MJ0094 Video Broadcast Lay Down Yard - L,96200,,0,"17,240.15",0,0,5,2023
OSB,10305,R BURKE CORP,2000027668,11/22/23,05 01 01,MJ0093 JMFC Lay Down Yard - Lot 3 and Lo,96200,,0,"17,240.15",0,0,5,2023
OSB,10305,R BURKE CORP,2000027880,1/3/24,01 01 01,MJ0079 A-1 Parking Lot Project - Remove,96200,,0,"4,258.54",0,0,7,2023
OSB,10305,R BURKE CORP,2000027883,1/4/24,01 01 01,SP7516 Storm Mitigation/Prevention (LUMP,96200,,0,"87,738.53",0,0,7,2023
OSB,10305,R BURKE CORP,2000028125,2/8/24,01 01 01,SR7920 Emergency Culvert repair on Mt Bi,96200,,0,"75,000.00",0,0,8,2023
OSB,10305,R BURKE CORP,2000028125,2/8/24,02 01 01,Change Order #1,96200,,0,"324,840.17",0,0,11,2023
OSB,10305,R BURKE CORP,2000028145,2/14/24,01 01 01,MJ0079 A-1 Parking Lot - Labor Services,96200,,0,"46,410.00",0,0,8,2023
OSB,10305,R BURKE CORP,2000028363,3/15/24,01 01 01,SP7661 Campus Streetscape Gran Ave. N. P,96200,,0,"41,052.85",0,0,9,2023
,53065,RACE MATTERS SLO COUNTY,2000027092,8/29/23,01 01 01,RACE Matters Nonprofit Event Sponsorship,96200,,0,"2,500.00",0,0,2,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,01 01 01,MJ0093/SP7471 John Madden Football Compl,96200,,0,"535,920.00",0,0,2,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,01 01 01,MJ0093/SP7471 John Madden Football Compl,96200,,0,"-143,735.40",0,0,7,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,02 01 01,CO#1,96200,,0,"10,718.40",0,0,4,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,03 01 01,CO#2 Phase 2 - Enabling Work,96200,,0,"1,866,508.00",0,0,5,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,03 01 01,CO#2 Phase 2 - Enabling Work,96200,,0,"-1,748,107.30",0,0,7,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,04 01 01,SP7904 South Campus Infrastructure - MJ0,96200,,0,"143,735.40",0,0,7,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,05 01 01,Internal Project change - CO#2 Phase 2 -,96200,,0,"1,748,107.30",0,0,7,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,06 01 01,CO#3,96200,,0,"323,583.75",0,0,9,2023
OSB,53606,"RAMINHA CONSTRUCTION, INC",2000026939,8/4/23,07 01 01,CO#3,96200,,0,"543,776.25",0,0,9,2023
,55711,"RARESTEP, INC. DBA FLEETI",2000025308,2/27/23,03 01 01,FLEET SOFTWARE -  Year 2 - 2/27/2024 - 2,96200,,0,"43,728.50",0,0,10,2023
,57051,RAVEN SOLOMON ENTERPRISES,2000027186,9/19/23,01 01 01,"Raven Solomon Enterprises Speaker Fee ""H",96200,,0,"9,975.00",0,0,3,2023
,57051,RAVEN SOLOMON ENTERPRISES,2000027186,9/19/23,02 01 01,30% Deposit,96200,,0,"4,275.00",0,0,3,2023
,57051,RAVEN SOLOMON ENTERPRISES,2000027186,9/19/23,03 01 01,Tracel Expenses not to exceed $1500.00,96200,,0,"1,500.00",0,0,3,2023
,4639,RAWLINGS SPORTING GOODS,2000022489,10/14/21,01 01 01,FY 21-22 Rawlings Baseballs - Big West S,57800,,-52.06,0,0,0,7,2023
,4639,RAWLINGS SPORTING GOODS,2000026867,7/26/23,01 01 01,Baseballs FSR1 NCAA-BW,57800,,"13,055.59",0,0,0,1,2023
,4639,RAWLINGS SPORTING GOODS,2000026867,7/26/23,01 01 01,Baseballs FSR1 NCAA-BW,57800,,-527.83,0,0,0,3,2023
,4639,RAWLINGS SPORTING GOODS,2000026867,7/26/23,03 01 01,Baseballs FSOLB,57800,,"5,575.28",0,0,0,1,2023
,4639,RAWLINGS SPORTING GOODS,2000026867,7/26/23,03 01 01,Baseballs FSOLB,57800,,-376.88,0,0,0,3,2023
,4639,RAWLINGS SPORTING GOODS,2000026867,7/26/23,04 01 01,Basaeballs FSR1NCAA-BW,57800,,"6,435.00",0,0,0,9,2023
,53810,"RAYON-X ENGINEERING, LLC",2000027830,12/14/23,01 01 01,MD7849 Decommission and dispose of X Ray,96200,,0,"16,000.00",0,0,6,2023
,53810,"RAYON-X ENGINEERING, LLC",2000028339,3/5/24,01 01 01,Del Medical X-Ray DOM March 2005 S/N FE5,93600,,0,"40,218.75",0,0,9,2023
,36639,RBR LTD.,2000027508,10/24/23,01 01 01,SL-3-generic-SL3-M22-ST21,49000,,"3,293.92",0,0,0,4,2023
,36639,RBR LTD.,2000027508,10/24/23,02 01 01,Packaging,49000,,193.05,0,0,0,4,2023
,36639,RBR LTD.,2000027508,10/24/23,03 01 01,Shipping,49000,,160.88,0,0,0,4,2023
,56603,REACH,2000026455,5/24/23,04 01 01,Misc. Fees & Expenses,96200,,0,"-2,500.00",0,0,9,2023
,56292,REDLANDS MFG CO LLC DBA B,2000026168,4/28/23,02 01 01,Replace 5HP Fan,93600,,0,"7,944.00",0,0,2,2023
,35220,REGENTS OF THE UNIVERSITY,2000011251,7/9/18,09 01 01,FY24 Customer Satisfaction Survey and Ta,91800,,0,"16,500.00",0,0,12,2023
,56874,REGENTS OF THE UNIVERSITY,2000026813,8/1/23,01 01 01,Healthy Minds Study (HMS): Enrollment op,96200,,0,"4,500.00",0,0,2,2023
,53833,REGPACK INC,2000027781,12/8/23,01 01 01,Registration Tool - Regpack  2 year term,96200,,0,"9,000.00",0,0,6,2023
,56136,"REITZ,ALAN DBA CENTRAL CO",2000025941,4/4/23,01 01 01,Confined Space hands-on training to incl,96200,,0,-650,0,0,9,2023
,56136,"REITZ,ALAN DBA CENTRAL CO",2000026305,5/12/23,01 01 01,CPR/First Aid Training Class. Cost per p,96200,,0,"-1,500.00",0,0,9,2023
,56136,"REITZ,ALAN DBA CENTRAL CO",2000027771,12/6/23,01 01 01,CPR/AED First Aid Confined Space & Fall,96200,,0,"2,500.00",0,0,6,2023
,56136,"REITZ,ALAN DBA CENTRAL CO",2000028183,2/23/24,01 01 01,CPR/AED and First Aid Courses includes K,99000,,0,"1,620.00",0,0,8,2023
,56136,"REITZ,ALAN DBA CENTRAL CO",2000028516,6/20/24,01 01 01,Fall Protection Training for 20 people a,96200,,0,"3,000.00",0,0,12,2023
,20949,"RENTAL,TAYLOR",2000027356,10/2/23,01 01 01,Cocktail Table,57800,,54,0,0,0,4,2023
,20949,"RENTAL,TAYLOR",2000027356,10/2/23,02 01 01,Environmental Compliance,57800,,5,0,0,0,4,2023
,20949,"RENTAL,TAYLOR",2000027356,10/2/23,03 01 01,Damage Waiver,57800,,7.56,0,0,0,4,2023
,44647,RESPONDUS INC.,2000027013,8/14/23,01 01 01,LockDown Browser Campus-wide License Ren,96200,,0,"5,695.00",0,0,2,2023
,57195,"RESTAURANT SUPPLY, LLC",2000027412,10/23/23,01 01 01,REACH-IN FREEZER - True Mfg. General Foo,74000,,"9,957.69",0,0,0,4,2023
,55354,"REYES,MONICA-WTHD",2000026745,7/12/23,01 01 01,Monica Reyes - Services Rendered in Febr,96200,,0,520,0,0,1,2023
,55354,"REYES,MONICA-WTHD",2000026745,7/12/23,02 01 01,Monica Reyes - Services Rendered in June,96200,,0,800,0,0,1,2023
,55354,"REYES,MONICA-WTHD",2000028276,2/29/24,01 01 01,Monica Reyes Services-Book Arts Lab. Jul,91800,,0,"6,000.00",0,0,8,2023
OSB,21515,RF KOERBER INC,2000026980,8/14/23,01 01 01,LABOR to Install privacy partition (18x4,96200,,0,"9,120.00",0,0,2,2023
OSB,21515,RF KOERBER INC,2000026980,8/14/23,02 01 01,MATERIALS to Install privacy partition (,57800,,"6,500.00",0,0,0,2,2023
OSB,21515,RF KOERBER INC,2000027561,11/3/23,01 01 01,SP7736 ITS Move & Renovation - bldgs 46,96200,,0,"4,900.00",0,0,5,2023
OSB,21515,RF KOERBER INC,2000027652,11/13/23,01 01 01,Labor Quote dated 10/16/2023,96200,,0,900,0,0,5,2023
OSB,21515,RF KOERBER INC,2000027652,11/13/23,02 01 01,Materials 7534 Door Modification Quoted,57800,,100,0,0,0,5,2023
OSB,21515,RF KOERBER INC,2000028057,2/2/24,01 01 01,FR7764 CAED Install new 3 Ton Crane - 21,96200,,0,"3,500.00",0,0,8,2023
OSB,21515,RF KOERBER INC,2000028057,2/2/24,02 01 01,FR7764 CAED Install new 3 Ton Crane - 21,57800,,"4,800.00",0,0,0,8,2023
OSB,21515,RF KOERBER INC,2000028204,5/2/24,01 01 01,FN7888 Upgrade Space in BLD 20A - Mini B,96200,,0,"67,120.00",0,0,11,2023
OSB,21515,RF KOERBER INC,2000028234,2/27/24,01 01 01,FR7503 Update Provost's Office & Deck 01,96200,,0,"3,850.00",0,0,8,2023
OSB,21515,RF KOERBER INC,2000028234,2/27/24,02 01 01,FR7503 Update Provost's Office & Deck 01,57800,,"2,200.00",0,0,0,8,2023
OSB,21515,RF KOERBER INC,2000028324,3/7/24,01 01 01,MD7275 Replace Flooring Hallway (labor),96200,,0,"10,898.00",0,0,9,2023
OSB,21515,RF KOERBER INC,2000028324,3/7/24,02 01 01,MD7275 Replace Flooring Hallway Material,57800,,691,0,0,0,9,2023
OSB,21515,RF KOERBER INC,2000028336,3/5/24,01 01 01,Material and Equipment: Ceiling Demo Wor,96200,,0,600,0,0,9,2023
OSB,21515,RF KOERBER INC,2000028336,3/5/24,02 01 01,Labor: Ceiling Demo Work in bldg. 43 Wom,96200,,0,"4,950.00",0,0,9,2023
OSB,21515,RF KOERBER INC,2000028493,3/28/24,01 01 01,Rec Center Women's Locker Room Work (Mat,100002,,"11,450.00",0,0,0,9,2023
CAL,3213,RF MACDONALD CO,2000022180,11/4/21,01 01 01,Annual and Quarterly service - 3 Cleaver,96200,,0,"3,182.30",0,0,10,2023
CAL,3213,RF MACDONALD CO,2000022180,11/4/21,02 01 01,Annual and Quarterly service - 3 Cleaver,96200,,0,"3,182.30",0,0,10,2023
CAL,3213,RF MACDONALD CO,2000022180,11/4/21,03 01 01,Annual and Quarterly service - 3 Cleaver,96200,,0,"47,076.10",0,0,10,2023
CAL,3213,RF MACDONALD CO,2000027596,11/1/23,01 01 01,Troubleshooting after testing was comple,96200,,0,"2,884.75",0,0,5,2023
CAL,3213,RF MACDONALD CO,2000028158,2/12/24,01 01 01,ASCO Gas Actuator work on Boiler 3 (tax,96200,,0,"7,389.00",0,0,8,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,01 01 01,Deposit for 2023 Football Catering Servi,96115,,0,"39,977.44",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,02 01 01,9/2/23 BBQ Catering,96115,,0,"26,544.37",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,03 01 01,9/16/23 BBQ Catering,96115,,0,"15,926.62",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,04 01 01,9/30/23 BBQ Catering,96115,,0,"19,465.87",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,05 01 01,10/7/23 BBQ Catering,96115,,0,"18,581.06",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,06 01 01,10/21/23 BBQ Catering,96115,,0,"21,718.12",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000026658,6/30/23,07 01 01,11/18/23 BBQ Catering,96115,,0,"17,696.25",0,0,1,2023
,35122,RIB LINE BY BRIAN LLC,2000027232,9/13/23,01 01 01,Menu One sandwich per guest: 300 pulled,57800,,"11,636.63",0,0,0,3,2023
,35122,RIB LINE BY BRIAN LLC,2000027232,9/13/23,02 01 01,Beverages,57800,,"1,501.50",0,0,0,3,2023
,35122,RIB LINE BY BRIAN LLC,2000027232,9/13/23,03 01 01,Eco-friendly plate utensils and napkins.,57800,,750.75,0,0,0,3,2023
,35122,RIB LINE BY BRIAN LLC,2000027232,9/13/23,04 01 01,Staffing: 1 leader server,57800,,128.7,0,0,0,3,2023
,35122,RIB LINE BY BRIAN LLC,2000027232,9/13/23,05 01 01,Staffing: 6 servers for 4 hours,57800,,772.2,0,0,0,3,2023
,49344,"RICAURTE,EVAN-WTHD",2000026576,6/12/23,01 01 01,Spring Dance Photoshoot,96200,,0,250,0,0,1,2023
,55365,RICHARD BRADY & ASSOCIATE,2000027814,12/14/23,01 01 01,Above Water Pier Inspection,96200,,0,"39,500.00",0,0,6,2023
,45792,"RICHARDSON ATHLETICS, LLC",2000026871,8/2/23,01 01 01,10 ea BE7 Elite Benches 2 ea BCEX The ex,57800,,"9,759.75",0,0,0,2,2023
,45792,"RICHARDSON ATHLETICS, LLC",2000026871,8/2/23,02 01 01,Freight Charge,57800,,"2,204.65",0,0,0,2,2023
,14795,RICHETTI COMPLETE WATER S,2000028406,3/25/24,01 01 01,MJ0060 SATRC BLDG 181 - Materials (taxes,57800,,"13,500.00",0,0,0,9,2023
,56933,RISK STRATEGIES COMPANY,2000027065,8/21/23,01 01 01,International Student Health Insurance -,95300,,0,"165,249.00",0,0,2,2023
,56933,RISK STRATEGIES COMPANY,2000027065,8/21/23,02 01 01,International Student Health Insurance -,95300,,0,"134,235.00",0,0,2,2023
,56933,RISK STRATEGIES COMPANY,2000027065,8/21/23,03 01 01,international student health insurance f,95300,,0,"23,973.00",0,0,2,2023
,56933,RISK STRATEGIES COMPANY,2000027756,11/30/23,04 01 01,international student health insurance f,95300,,0,"121,260.00",0,0,5,2023
,57560,RITZ-CARLTON BACARA SANTA,2000027840,12/14/23,01 01 01,Annual Office of the Provost Leadership,96200,,0,"12,322.49",0,0,11,2023
,57560,RITZ-CARLTON BACARA SANTA,2000027840,12/14/23,02 01 01,Annual Office of the Provost Leadership,96200,,0,"12,322.49",0,0,11,2023
,33105,"RK POWER ENGINEERING, INC",2000023804,6/10/22,01 01 01,PGE Required 3 year relay testing per pr,99200,,0,"6,000.00",0,0,2,2023
,33105,"RK POWER ENGINEERING, INC",2000023857,6/10/22,01 01 01,3 year transformer testing as outlined i,99200,,0,"-1,000.00",0,0,9,2023
,33105,"RK POWER ENGINEERING, INC",2000028169,2/13/24,01 01 01,Maintenance Testing of 12KV Backup Power,96200,,0,"9,000.00",0,0,8,2023
,33105,"RK POWER ENGINEERING, INC",2000028512,6/7/24,01 01 01,Maintenance Testing for S&C Circuit Swit,96200,,0,"6,500.00",0,0,12,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,01 01 01,AutoCAD LT Commercial Single-user Annual,96200,,0,870,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,01 01 02,AutoCAD LT Commercial Single-user Annual,96200,,0,870,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,01 01 03,AutoCAD LT Commercial Single-user Annual,96200,,0,435,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,02 01 01,AEC Collection Commercial Single-user An,96200,,0,"6,170.00",0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,03 01 01,AutoCAD - including specialized toolsets,96200,,0,"1,760.00",0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026757,7/18/23,04 01 01,Discount,96200,,0,-410,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026762,7/24/23,01 01 01,Bluebeam Revu Standard Perpetual License,96200,,0,"1,197.00",0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026762,7/24/23,02 01 01,Bluebeam Revu Standard New Maintenance (,96200,,0,327,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026762,7/24/23,03 01 01,Bluebeam Revu New Enterprise Licensing A,96200,,0,30,0,0,1,2023
,46016,"RMC CONSULTING INC, DBA A",2000026762,7/24/23,04 01 01,Discount,96200,,0,-78,0,0,1,2023
,57256,ROBERT HALL WINERY,2000027416,11/1/23,01 01 01,Catering for CAFES Industry Bus tour at,96200,,0,"3,295.78",0,0,5,2023
,57717,ROCCI DESIGN,2000028025,3/15/24,01 01 01,PJ7895 CAFES Remodel Dean's Suite Breakr,96200,,0,"10,000.00",0,0,9,2023
,57717,ROCCI DESIGN,2000028025,3/15/24,02 01 01,ESA #1 Additional Electrical Engineering,96200,,0,"8,464.80",0,0,11,2023
,40639,"RODEBAUGH,BRIANNA-WTHD",2000027195,9/13/23,01 01 01,Performance The Sex.E Show  September 16,96200,,0,"22,900.00",0,0,3,2023
,31814,ROGER'S ATHLETIC,2000027635,11/8/23,01 01 01,Lev Sled Runners: Four Pad,57800,,"6,006.00",0,0,0,5,2023
,31814,ROGER'S ATHLETIC,2000027635,11/8/23,02 01 01,Shipping & Freight,57800,,634,0,0,0,5,2023
,46670,"ROLLE,BRANDON-WTHD",2000028427,3/26/24,01 01 01,Guest lecturer Brandon Rolle - 04/25/202,96200,,0,500,0,0,9,2023
,46670,"ROLLE,BRANDON-WTHD",2000028427,3/26/24,02 01 01,Artist talk Brandon Rolle - 04/25/2024 (,96200,,0,500,0,0,9,2023
OSB,48064,"ROLLING ORANGE, INC.",2000026732,7/12/23,01 01 01,Provide professional services for the on,95800,,0,"9,000.00",0,0,1,2023
OSB,48064,"ROLLING ORANGE, INC.",2000026732,7/12/23,01 01 01,Provide professional services for the on,95800,,0,"2,400.00",0,0,9,2023
OSB,48064,"ROLLING ORANGE, INC.",2000026877,7/28/23,01 01 01,Provide ongoing support for Cal Poly's G,91800,,0,"6,550.20",0,0,1,2023
OSB,48064,"ROLLING ORANGE, INC.",2000026877,7/28/23,02 01 01,Provide ongoing support for Cal Poly's G,91800,,0,"30,000.00",0,0,1,2023
OSB,48064,"ROLLING ORANGE, INC.",2000026877,7/28/23,03 01 01,"Professional Services to upgrade seven """,91800,,0,"66,300.00",0,0,3,2023
OSB,48064,"ROLLING ORANGE, INC.",2000027069,8/21/23,01 01 01,Website Design Development and Support S,96200,,0,"96,250.00",0,0,2,2023
OSB,48064,"ROLLING ORANGE, INC.",2000027069,8/21/23,02 01 01,Additional Hours,96200,,0,"21,000.00",0,0,7,2023
OSB,48064,"ROLLING ORANGE, INC.",2000027069,8/21/23,03 01 01,Additional Scope,96200,,0,"25,000.00",0,0,11,2023
,32994,RON JORDAN CONCRETE PUMPI,2000020980,1/6/21,01 01 01,Concrete pumping: not to exceed $4000 es,96100,,0,"-1,191.46",0,0,9,2023
,57923,"RONDILLA,JOANNE-WTHD",2000028242,2/28/24,01 01 01,Guest Speaker Services - Joanne Rondilla,96200,,0,"1,250.00",0,0,8,2023
,57118,"ROSENKRANS,ANGELA MARIE-W",2000027427,10/6/23,01 01 01,Angela Rosenkrans - Orchesis Guest Works,96200,,0,"2,500.00",0,0,4,2023
,55827,ROUND HILL COUNTRY CLUB,2000027836,12/13/23,01 01 01,Champions Tour (Bay Area),96200,,0,"8,057.12",0,0,6,2023
,55827,ROUND HILL COUNTRY CLUB,2000027836,12/13/23,02 01 01,Deposit,96200,,0,"4,826.25",0,0,6,2023
,55827,ROUND HILL COUNTRY CLUB,2000027836,12/13/23,02 01 01,Deposit,96200,,0,"-4,826.25",0,0,12,2023
,45568,"ROYCE,BRENDA R-WTHD",2000027515,10/26/23,01 01 01,Workshop Leader for Modeling Chemistry I,96200,,0,"4,500.00",0,0,4,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000024079,7/15/22,02 01 01,Postage Fees,92045,,0,0,0,"-3,114.94",12,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000024184,9/9/22,04 01 01,	 Financial Aid Optimization RNL - AFAS,96200,,0,"52,920.00",0,0,2,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000024184,9/9/22,05 01 01,Financial Aid Optimization RNL - AFAS (A,96200,,0,"55,566.00",0,0,9,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026296,5/17/23,01 01 01,RNL Engage Subscription July 1 2023-June,92045,,0,0,0,"71,397.25",1,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026296,5/17/23,02 01 01,Crowdfunding & Giving Day July 1 2023-Ju,92045,,0,0,0,"24,700.95",1,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026296,5/17/23,03 01 01,Payment Processor Integration July 1 202,92045,,0,0,0,"2,500.00",1,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026296,5/17/23,03 01 01,Payment Processor Integration July 1 202,92045,,0,0,0,"-2,500.00",12,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026561,6/7/23,02 01 01,ForecastPlus SOW attached Term 7/1/2024,96200,,0,"36,537.48",0,0,9,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000026561,6/7/23,03 01 01,ForecastPlus SOW attached Term 7/1/2025,96200,,0,"38,364.00",0,0,9,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000028026,2/1/24,01 01 01,Engage every student with a personalized,96200,,0,"42,285.00",0,0,7,2023
,42537,"RUFFALO NOEL LEVITZ, LLC",2000028026,2/1/24,02 01 01,Engage every student with a personalized,96200,,0,"6,561.00",0,0,7,2023
,31053,"RUTTER,MICHAEL DBA DANCIN",2000026575,6/12/23,01 01 01,Photography Services,96200,,0,750,0,0,1,2023
,31053,"RUTTER,MICHAEL DBA DANCIN",2000028066,1/31/24,01 01 01,Orchesis Video Capture 1/18/24 - 1/27/24,96200,,0,956,0,0,7,2023
,31053,"RUTTER,MICHAEL DBA DANCIN",2000028066,1/31/24,02 01 01,Orchesis 54 - digital key 1/18/24 - 1/27,96200,,0,840,0,0,7,2023
,57050,S&C ELECTRIC COMPANY,2000027237,10/2/23,01 01 01,SR 7882 REPAIR OF SERIES 2000 OPERATOR F,96200,,0,"13,551.00",0,0,3,2023
,57050,S&C ELECTRIC COMPANY,2000027237,10/2/23,01 01 01,SR 7882 REPAIR OF SERIES 2000 OPERATOR F,96200,,0,"-12,307.59",0,0,7,2023
,52964,"SALEK,SIMA DBA LAW OFFICE",2000021100,2/26/21,04 01 01,Legal Services - encumbrance for future,96200,,0,"-10,000.00",0,0,6,2023
,44203,"SALMON,JOHN-WTHD",2000027967,2/5/24,01 01 01,Piano Workshop/Masterclass on 03/07/2024,96200,,0,"1,000.00",0,0,8,2023
,18148,SAN JOAQUIN SUPPLY DBA ER,2000027203,9/8/23,01 01 01,480602 Spartan Halt Disinfectant (2 lite,48500,,"1,621.23",0,0,0,3,2023
,18148,SAN JOAQUIN SUPPLY DBA ER,2000027203,9/8/23,02 01 01,473002 Spartan Super Concentrated Glass,48500,,"1,636.38",0,0,0,3,2023
,18148,SAN JOAQUIN SUPPLY DBA ER,2000027203,9/8/23,03 01 01,473602 Spartan Damp Mop 8 (2 liter 4/cs),48500,,450.96,0,0,0,3,2023
,18148,SAN JOAQUIN SUPPLY DBA ER,2000027203,9/8/23,04 01 01,308004 Spartan Chlorinated Degreaser (1g,48500,,"1,696.78",0,0,0,3,2023
CAL/LOC,340,SAN LUIS AMBULANCE CO,2000025860,3/22/23,02 01 01,Ambulance Standby Service for 2023 Home,94800,,0,"4,200.00",0,0,5,2023
CAL/LOC,340,SAN LUIS AMBULANCE CO,2000025860,3/22/23,02 01 01,Ambulance Standby Service for 2023 Home,94800,,0,"1,100.00",0,0,6,2023
CAL/LOC,340,SAN LUIS AMBULANCE CO,2000026688,7/12/23,01 01 01,Stand by ambulance service for Poly Roya,96200,,0,"7,044.21",0,0,1,2023
CAL/LOC,340,SAN LUIS AMBULANCE CO,2000028069,2/5/24,01 01 01,Committed Standby service rate,94800,,0,"5,646.72",0,0,8,2023
CAL/LOC,213,SAN LUIS AUTO PARTS,2000026685,7/12/23,01 01 01,Auto Parts,6000,,"16,087.50",0,0,0,1,2023
CAL/LOC,213,SAN LUIS AUTO PARTS,2000026685,7/12/23,01 01 01,Auto Parts,6000,,"-2,145.00",0,0,0,4,2023
CAL/LOC,213,SAN LUIS AUTO PARTS,2000026685,7/12/23,01 01 01,Auto Parts,6000,,"7,507.50",0,0,0,7,2023
CAL/LOC,1535,SAN LUIS CUSTOMS,2000027464,10/13/23,01 01 01,REMOVE AND REPLACE TINT IN 20 PANELS IN,96200,,0,"3,074.55",0,0,4,2023
CAL/LOC,1535,SAN LUIS CUSTOMS,2000027464,10/13/23,02 01 01,REMOVE AND INSTALL WINDOW TINT ON WEST F,96200,,0,"6,251.24",0,0,4,2023
CAL/LOC,1535,SAN LUIS CUSTOMS,2000027893,1/5/24,01 01 01,Auto body parts supplies and taxable ite,6500,,"2,075.64",0,0,0,7,2023
